filename,width,height,class,xmin,ymin,xmax,ymax
26864_png_jpg.rf.c5d91a0071357ebcbfc13c01e6d6c77f.jpg,512,512,acne,286,174,301,187
26864_png_jpg.rf.c5d91a0071357ebcbfc13c01e6d6c77f.jpg,512,512,acne,300,160,319,176
26864_png_jpg.rf.c5d91a0071357ebcbfc13c01e6d6c77f.jpg,512,512,acne,267,101,290,115
26864_png_jpg.rf.c5d91a0071357ebcbfc13c01e6d6c77f.jpg,512,512,acne,197,118,222,132
26864_png_jpg.rf.c5d91a0071357ebcbfc13c01e6d6c77f.jpg,512,512,acne,242,113,261,125
26864_png_jpg.rf.c5d91a0071357ebcbfc13c01e6d6c77f.jpg,512,512,spot,158,290,178,306
26864_png_jpg.rf.c5d91a0071357ebcbfc13c01e6d6c77f.jpg,512,512,spot,360,334,375,343
24801_png_jpg.rf.c717080da079f7014f2ffc90bbebc504.jpg,512,512,acne,255,179,267,189
24801_png_jpg.rf.c717080da079f7014f2ffc90bbebc504.jpg,512,512,acne,324,328,339,341

iCejMPVi3jY_jpg.rf.c580864f2e2cc44e486b60cf4977392f.jpg,810,1080,spot,323,375,347,391
iCejMPVi3jY_jpg.rf.c580864f2e2cc44e486b60cf4977392f.jpg,810,1080,spot,341,259,363,278
iCejMPVi3jY_jpg.rf.c580864f2e2cc44e486b60cf4977392f.jpg,810,1080,spot,314,436,334,453
iCejMPVi3jY_jpg.rf.c580864f2e2cc44e486b60cf4977392f.jpg,810,1080,spot,308,475,330,489
iCejMPVi3jY_jpg.rf.c580864f2e2cc44e486b60cf4977392f.jpg,810,1080,acne,464,505,489,523
iCejMPVi3jY_jpg.rf.c580864f2e2cc44e486b60cf4977392f.jpg,810,1080,spot,439,152,462,164
17667_png_jpg.rf.c5d15afb7dcd005087de9f5c935d96ec.jpg,512,512,pimple,102,210,114,220
17667_png_jpg.rf.c5d15afb7dcd005087de9f5c935d96ec.jpg,512,512,acne,109,230,121,237
17667_png_jpg.rf.c5d15afb7dcd005087de9f5c935d96ec.jpg,512,512,acne,126,299,139,314
17667_png_jpg.rf.c5d15afb7dcd005087de9f5c935d96ec.jpg,512,512,pimple,149,300,161,318
17667_png_jpg.rf.c5d15afb7dcd005087de9f5c935d96ec.jpg,512,512,pimple,105,268,115,278
17667_png_jpg.rf.c5d15afb7dcd005087de9f5c935d96ec.jpg,512,512,acne,313,342,330,365
17667_png_jpg.rf.c5d15afb7dcd005087de9f5c935d96ec.jpg,512,512,acne,129,343,142,355
17667_png_jpg.rf.c5d15afb7dcd005087de9f5c935d96ec.jpg,512,512,pimple,165,427,179,439
17667_png_jpg.rf.c5d15afb7dcd005087de9f5c935d96ec.jpg,512,512,pimple,173,446,190,463
17667_png_jpg.rf.c5d15afb7dcd005087de9f5c935d96ec.jpg,512,512,acne,287,444,299,457
17667_png_jpg.rf.c5d15afb7dcd005087de9f5c935d96ec.jpg,512,512,spot,134,386,149,401
17667_png_jpg.rf.c5d15afb7dcd005087de9f5c935d96ec.jpg,512,512,acne,272,347,287,360
24989_png_jpg.rf.c754176de6ce86a48942cec1258fddcc.jpg,512,512,spot,359,313,374,326
24989_png_jpg.rf.c754176de6ce86a48942cec1258fddcc.jpg,512,512,spot,381,289,394,299
24989_png_jpg.rf.c754176de6ce86a48942cec1258fddcc.jpg,512,512,spot,264,160,275,168
45196_png_jpg.rf.c779dba5df6ebe39337f8ebc68c87334.jpg,512,512,acne,314,151,324,160
45196_png_jpg.rf.c779dba5df6ebe39337f8ebc68c87334.jpg,512,512,spot,280,201,288,210
45196_png_jpg.rf.c779dba5df6ebe39337f8ebc68c87334.jpg,512,512,spot,244,221,257,233
45196_png_jpg.rf.c779dba5df6ebe39337f8ebc68c87334.jpg,512,512,spot,179,309,189,320
45196_png_jpg.rf.c779dba5df6ebe39337f8ebc68c87334.jpg,512,512,spot,125,316,134,326
45196_png_jpg.rf.c779dba5df6ebe39337f8ebc68c87334.jpg,512,512,acne,200,285,209,296
19011_png_jpg.rf.c733c39e747cc4b50b45f64df8325a0c.jpg,512,512,spot,209,144,230,156
19011_png_jpg.rf.c733c39e747cc4b50b45f64df8325a0c.jpg,512,512,acne,356,338,369,348
19011_png_jpg.rf.c733c39e747cc4b50b45f64df8325a0c.jpg,512,512,spot,397,330,409,344
19011_png_jpg.rf.c733c39e747cc4b50b45f64df8325a0c.jpg,512,512,spot,377,394,392,408
11455_png_jpg.rf.c79767d4ffd8fd5b4bb3ffe5c780d420.jpg,512,512,spot,253,288,265,300
11455_png_jpg.rf.c79767d4ffd8fd5b4bb3ffe5c780d420.jpg,512,512,spot,238,280,245,288
11455_png_jpg.rf.c79767d4ffd8fd5b4bb3ffe5c780d420.jpg,512,512,spot,228,288,237,296
11487_png_jpg.rf.c53fd988c4d6bd85db71e56545ca8ceb.jpg,512,512,acne,352,371,361,379
51589_png_jpg.rf.c6c6decd6cd773ccbdb92826ac37e1a6.jpg,512,512,acne,262,129,272,139
51589_png_jpg.rf.c6c6decd6cd773ccbdb92826ac37e1a6.jpg,512,512,acne,253,147,265,157
51589_png_jpg.rf.c6c6decd6cd773ccbdb92826ac37e1a6.jpg,512,512,spot,103,248,118,257
51589_png_jpg.rf.c6c6decd6cd773ccbdb92826ac37e1a6.jpg,512,512,spot,125,262,133,269
51589_png_jpg.rf.c6c6decd6cd773ccbdb92826ac37e1a6.jpg,512,512,spot,344,275,351,281
30130_png_jpg.rf.c6043929b4dd6814d2a5c0e3e510ed48.jpg,512,512,acne,233,216,251,247
30130_png_jpg.rf.c6043929b4dd6814d2a5c0e3e510ed48.jpg,512,512,acne,282,180,302,196
30130_png_jpg.rf.c6043929b4dd6814d2a5c0e3e510ed48.jpg,512,512,acne,214,151,232,165
30130_png_jpg.rf.c6043929b4dd6814d2a5c0e3e510ed48.jpg,512,512,acne,168,363,187,375
30130_png_jpg.rf.c6043929b4dd6814d2a5c0e3e510ed48.jpg,512,512,acne,153,307,165,317
30130_png_jpg.rf.c6043929b4dd6814d2a5c0e3e510ed48.jpg,512,512,acne,277,133,287,141
30130_png_jpg.rf.c6043929b4dd6814d2a5c0e3e510ed48.jpg,512,512,spot,280,109,292,123
37563_png_jpg.rf.c77ded3739f55e32961a5ec994f4e999.jpg,512,512,acne,306,297,322,309
37563_png_jpg.rf.c77ded3739f55e32961a5ec994f4e999.jpg,512,512,spot,159,289,173,298
37563_png_jpg.rf.c77ded3739f55e32961a5ec994f4e999.jpg,512,512,acne,266,159,279,169
51094_png_jpg.rf.c7c78c5ee496144fd508dbf30b5a34b1.jpg,512,512,acne,166,151,194,166
51094_png_jpg.rf.c7c78c5ee496144fd508dbf30b5a34b1.jpg,512,512,spot,339,151,359,168
51094_png_jpg.rf.c7c78c5ee496144fd508dbf30b5a34b1.jpg,512,512,spot,309,148,325,163
51094_png_jpg.rf.c7c78c5ee496144fd508dbf30b5a34b1.jpg,512,512,acne,292,188,306,200
51094_png_jpg.rf.c7c78c5ee496144fd508dbf30b5a34b1.jpg,512,512,acne,278,170,297,187
51094_png_jpg.rf.c7c78c5ee496144fd508dbf30b5a34b1.jpg,512,512,spot,148,156,162,170
51094_png_jpg.rf.c7c78c5ee496144fd508dbf30b5a34b1.jpg,512,512,acne,307,287,322,299
25468_png_jpg.rf.c6b92db49c2bc6f95b9c29e094c9b49e.jpg,512,512,spot,243,189,260,208
25468_png_jpg.rf.c6b92db49c2bc6f95b9c29e094c9b49e.jpg,512,512,spot,258,237,274,246
25468_png_jpg.rf.c6b92db49c2bc6f95b9c29e094c9b49e.jpg,512,512,spot,242,208,260,226
41679_png_jpg.rf.c7eaebf06b09a493d107aa1501994376.jpg,512,512,pimple,232,199,243,216
06686_png_jpg.rf.c7f302fb9383d83cfcac1e96a7c8ab12.jpg,512,512,acne,181,151,195,162
06686_png_jpg.rf.c7f302fb9383d83cfcac1e96a7c8ab12.jpg,512,512,spot,292,160,308,174
06686_png_jpg.rf.c7f302fb9383d83cfcac1e96a7c8ab12.jpg,512,512,spot,357,171,368,185
06686_png_jpg.rf.c7f302fb9383d83cfcac1e96a7c8ab12.jpg,512,512,spot,97,294,107,310
06686_png_jpg.rf.c7f302fb9383d83cfcac1e96a7c8ab12.jpg,512,512,spot,201,147,214,166
06686_png_jpg.rf.c7f302fb9383d83cfcac1e96a7c8ab12.jpg,512,512,spot,119,297,127,309
06686_png_jpg.rf.c7f302fb9383d83cfcac1e96a7c8ab12.jpg,512,512,acne,265,340,279,354
48916_png_jpg.rf.c8354792003a9a3e284a262d9fc50b12.jpg,512,512,acne,321,331,330,339
20800_png_jpg.rf.c846137e98b53b5b49624daf45709f85.jpg,512,512,acne,238,137,256,157
04679_png_jpg.rf.c84d8caf7a950d710815e54bd54a01ef.jpg,512,512,spot,74,424,90,435
04679_png_jpg.rf.c84d8caf7a950d710815e54bd54a01ef.jpg,512,512,spot,60,406,76,420
04679_png_jpg.rf.c84d8caf7a950d710815e54bd54a01ef.jpg,512,512,spot,167,305,185,320
04679_png_jpg.rf.c84d8caf7a950d710815e54bd54a01ef.jpg,512,512,acne,112,380,131,398
04679_png_jpg.rf.c84d8caf7a950d710815e54bd54a01ef.jpg,512,512,spot,101,253,113,267
04679_png_jpg.rf.c84d8caf7a950d710815e54bd54a01ef.jpg,512,512,pimple,137,331,151,344
04679_png_jpg.rf.c84d8caf7a950d710815e54bd54a01ef.jpg,512,512,spot,199,340,212,353
04679_png_jpg.rf.c84d8caf7a950d710815e54bd54a01ef.jpg,512,512,spot,84,381,98,397
04679_png_jpg.rf.c84d8caf7a950d710815e54bd54a01ef.jpg,512,512,acne,116,283,131,297
04679_png_jpg.rf.c84d8caf7a950d710815e54bd54a01ef.jpg,512,512,pimple,133,304,161,327
04679_png_jpg.rf.c84d8caf7a950d710815e54bd54a01ef.jpg,512,512,pimple,158,342,168,349
04679_png_jpg.rf.c84d8caf7a950d710815e54bd54a01ef.jpg,512,512,spot,215,170,222,176
04679_png_jpg.rf.c84d8caf7a950d710815e54bd54a01ef.jpg,512,512,pimple,116,312,126,322
04679_png_jpg.rf.c84d8caf7a950d710815e54bd54a01ef.jpg,512,512,pimple,183,359,191,365
19078_png_jpg.rf.c8a87d5c4cd7fb3f75267561ac19a828.jpg,512,512,acne,185,164,200,181
19078_png_jpg.rf.c8a87d5c4cd7fb3f75267561ac19a828.jpg,512,512,spot,168,315,185,328
19078_png_jpg.rf.c8a87d5c4cd7fb3f75267561ac19a828.jpg,512,512,spot,135,274,149,291
36116_png_jpg.rf.c894e64ee2c1f09b182fdd8af89a2fcd.jpg,512,512,acne,304,309,316,325
36116_png_jpg.rf.c894e64ee2c1f09b182fdd8af89a2fcd.jpg,512,512,acne,304,171,316,183
36116_png_jpg.rf.c894e64ee2c1f09b182fdd8af89a2fcd.jpg,512,512,acne,199,133,223,145
36116_png_jpg.rf.c894e64ee2c1f09b182fdd8af89a2fcd.jpg,512,512,spot,194,360,207,372
47114_png_jpg.rf.c8d6fe27864c3f7728642aa162c33da8.jpg,512,512,acne,341,306,357,321
47114_png_jpg.rf.c8d6fe27864c3f7728642aa162c33da8.jpg,512,512,acne,321,115,335,130
47114_png_jpg.rf.c8d6fe27864c3f7728642aa162c33da8.jpg,512,512,spot,145,338,175,353
47114_png_jpg.rf.c8d6fe27864c3f7728642aa162c33da8.jpg,512,512,acne,365,328,379,339
14719_png_jpg.rf.c8370ee9e3ca4cb0f80853ff915f9e9a.jpg,512,512,acne,314,165,327,176
14719_png_jpg.rf.c8370ee9e3ca4cb0f80853ff915f9e9a.jpg,512,512,spot,175,176,190,189
14719_png_jpg.rf.c8370ee9e3ca4cb0f80853ff915f9e9a.jpg,512,512,spot,352,297,364,311
Ameena-Khatun-is-a-Not-recorded-from-Indrani__yythk_jpg.rf.c8d72b4aedf6487fd884f997f3a6c598.jpg,514,514,acne,279,83,288,95
Ameena-Khatun-is-a-Not-recorded-from-Indrani__yythk_jpg.rf.c8d72b4aedf6487fd884f997f3a6c598.jpg,514,514,acne,265,93,275,106
Ameena-Khatun-is-a-Not-recorded-from-Indrani__yythk_jpg.rf.c8d72b4aedf6487fd884f997f3a6c598.jpg,514,514,acne,273,196,281,204
Ameena-Khatun-is-a-Not-recorded-from-Indrani__yythk_jpg.rf.c8d72b4aedf6487fd884f997f3a6c598.jpg,514,514,acne,225,66,235,76
Ameena-Khatun-is-a-Not-recorded-from-Indrani__yythk_jpg.rf.c8d72b4aedf6487fd884f997f3a6c598.jpg,514,514,acne,206,101,219,112
Ameena-Khatun-is-a-Not-recorded-from-Indrani__yythk_jpg.rf.c8d72b4aedf6487fd884f997f3a6c598.jpg,514,514,acne,238,101,250,112
Ameena-Khatun-is-a-Not-recorded-from-Indrani__yythk_jpg.rf.c8d72b4aedf6487fd884f997f3a6c598.jpg,514,514,acne,294,86,307,98
Ameena-Khatun-is-a-Not-recorded-from-Indrani__yythk_jpg.rf.c8d72b4aedf6487fd884f997f3a6c598.jpg,514,514,acne,296,328,309,339
23300_png_jpg.rf.c912ce9441c2ea0f67158ea757cb0829.jpg,512,512,acne,278,162,288,174
23300_png_jpg.rf.c912ce9441c2ea0f67158ea757cb0829.jpg,512,512,acne,311,148,324,158
23300_png_jpg.rf.c912ce9441c2ea0f67158ea757cb0829.jpg,512,512,acne,319,380,329,394
23300_png_jpg.rf.c912ce9441c2ea0f67158ea757cb0829.jpg,512,512,acne,155,294,169,308
28583_png_jpg.rf.c890fadc84bebc9dcae3d5e59f64be90.jpg,512,512,acne,216,170,234,182
28583_png_jpg.rf.c890fadc84bebc9dcae3d5e59f64be90.jpg,512,512,acne,242,137,252,151
28583_png_jpg.rf.c890fadc84bebc9dcae3d5e59f64be90.jpg,512,512,acne,246,124,258,136
28583_png_jpg.rf.c890fadc84bebc9dcae3d5e59f64be90.jpg,512,512,spot,201,298,213,307
28583_png_jpg.rf.c890fadc84bebc9dcae3d5e59f64be90.jpg,512,512,spot,165,289,187,314
28583_png_jpg.rf.c890fadc84bebc9dcae3d5e59f64be90.jpg,512,512,spot,146,333,162,347
28583_png_jpg.rf.c890fadc84bebc9dcae3d5e59f64be90.jpg,512,512,spot,339,346,353,359
15547_png_jpg.rf.c925f38ac4f2905a1fb19e5f4612dee6.jpg,512,512,spot,220,445,232,454
15547_png_jpg.rf.c925f38ac4f2905a1fb19e5f4612dee6.jpg,512,512,spot,280,422,297,436
25146_png_jpg.rf.c92b6440a5211177cc6b98c341e5c360.jpg,512,512,pimple,160,286,182,307
25146_png_jpg.rf.c92b6440a5211177cc6b98c341e5c360.jpg,512,512,acne,160,388,172,402
25146_png_jpg.rf.c92b6440a5211177cc6b98c341e5c360.jpg,512,512,pimple,354,373,372,389
25146_png_jpg.rf.c92b6440a5211177cc6b98c341e5c360.jpg,512,512,spot,340,378,353,397
25146_png_jpg.rf.c92b6440a5211177cc6b98c341e5c360.jpg,512,512,acne,357,387,376,405
25146_png_jpg.rf.c92b6440a5211177cc6b98c341e5c360.jpg,512,512,acne,318,451,335,463
25146_png_jpg.rf.c92b6440a5211177cc6b98c341e5c360.jpg,512,512,spot,308,271,322,284
25146_png_jpg.rf.c92b6440a5211177cc6b98c341e5c360.jpg,512,512,acne,157,324,173,338
28482_png_jpg.rf.c945ecbae48739bddb8e16a4946f8e0a.jpg,512,512,acne,295,345,314,360
28482_png_jpg.rf.c945ecbae48739bddb8e16a4946f8e0a.jpg,512,512,acne,290,195,321,214

23310_png_jpg.rf.c9cb11b78b3c1e2c51644f2528b72120.jpg,512,512,spot,276,278,290,294
23310_png_jpg.rf.c9cb11b78b3c1e2c51644f2528b72120.jpg,512,512,acne,198,115,209,129
23310_png_jpg.rf.c9cb11b78b3c1e2c51644f2528b72120.jpg,512,512,acne,180,149,195,159
23310_png_jpg.rf.c9cb11b78b3c1e2c51644f2528b72120.jpg,512,512,spot,173,157,187,168
21257_png_jpg.rf.c9f0974ab7aa072c428b4929e8cb5027.jpg,512,512,acne,211,448,223,459
21257_png_jpg.rf.c9f0974ab7aa072c428b4929e8cb5027.jpg,512,512,spot,158,317,170,329
21257_png_jpg.rf.c9f0974ab7aa072c428b4929e8cb5027.jpg,512,512,spot,190,304,206,317
21257_png_jpg.rf.c9f0974ab7aa072c428b4929e8cb5027.jpg,512,512,spot,151,302,163,313
21257_png_jpg.rf.c9f0974ab7aa072c428b4929e8cb5027.jpg,512,512,spot,129,325,145,337
45255_png_jpg.rf.cad8c4e11f7a455a0225860461d45ee3.jpg,512,512,acne,310,153,325,165
45255_png_jpg.rf.cad8c4e11f7a455a0225860461d45ee3.jpg,512,512,acne,239,134,251,145
45255_png_jpg.rf.cad8c4e11f7a455a0225860461d45ee3.jpg,512,512,acne,243,168,255,178
45255_png_jpg.rf.cad8c4e11f7a455a0225860461d45ee3.jpg,512,512,acne,256,164,274,177
45255_png_jpg.rf.cad8c4e11f7a455a0225860461d45ee3.jpg,512,512,acne,292,157,304,169
45255_png_jpg.rf.cad8c4e11f7a455a0225860461d45ee3.jpg,512,512,spot,173,287,186,299
42544_png_jpg.rf.c968cb51eae744192b39049766456276.jpg,512,512,spot,169,341,181,355
42544_png_jpg.rf.c968cb51eae744192b39049766456276.jpg,512,512,spot,256,181,269,197
27309_png_jpg.rf.cb16985553f159872a050bfb5f3b39fa.jpg,512,512,acne,285,136,298,146
27309_png_jpg.rf.cb16985553f159872a050bfb5f3b39fa.jpg,512,512,acne,259,158,276,169
39481_png_jpg.rf.cb0b95dfe94e1440e10be4604f1b1f2e.jpg,512,512,spot,335,364,349,378
39481_png_jpg.rf.cb0b95dfe94e1440e10be4604f1b1f2e.jpg,512,512,spot,330,334,339,341
39481_png_jpg.rf.cb0b95dfe94e1440e10be4604f1b1f2e.jpg,512,512,spot,309,320,320,331
39481_png_jpg.rf.cb0b95dfe94e1440e10be4604f1b1f2e.jpg,512,512,spot,294,341,304,352
39481_png_jpg.rf.cb0b95dfe94e1440e10be4604f1b1f2e.jpg,512,512,spot,139,326,153,339
39481_png_jpg.rf.cb0b95dfe94e1440e10be4604f1b1f2e.jpg,512,512,spot,270,343,284,356
39481_png_jpg.rf.cb0b95dfe94e1440e10be4604f1b1f2e.jpg,512,512,spot,241,216,252,226
24586_png_jpg.rf.cb1bae410554cd0759afeb3c57f7dfe4.jpg,512,512,spot,318,367,331,381
24586_png_jpg.rf.cb1bae410554cd0759afeb3c57f7dfe4.jpg,512,512,spot,139,302,150,314
24586_png_jpg.rf.cb1bae410554cd0759afeb3c57f7dfe4.jpg,512,512,spot,191,399,211,416
Aajy-Bhankher-is-a-Student-from-Chhajpur-Khurd__yyt_jpg.rf.cb4f493362b663ae8b28b082cc498ed1.jpg,514,514,spot,269,321,282,335
25343_png_jpg.rf.cb5303051bbd4b4359b11c172066e075.jpg,512,512,pimple,231,423,243,437
25343_png_jpg.rf.cb5303051bbd4b4359b11c172066e075.jpg,512,512,pimple,251,442,266,455
25343_png_jpg.rf.cb5303051bbd4b4359b11c172066e075.jpg,512,512,acne,305,338,320,352
25343_png_jpg.rf.cb5303051bbd4b4359b11c172066e075.jpg,512,512,acne,255,194,266,208
25343_png_jpg.rf.cb5303051bbd4b4359b11c172066e075.jpg,512,512,spot,266,207,278,225
25343_png_jpg.rf.cb5303051bbd4b4359b11c172066e075.jpg,512,512,spot,165,316,181,329
41889_png_jpg.rf.cb74d30fc7136571bedcd800d2f5e76d.jpg,512,512,acne,241,166,258,176
41889_png_jpg.rf.cb74d30fc7136571bedcd800d2f5e76d.jpg,512,512,acne,225,189,241,201
03483_png_jpg.rf.cb9f001be49b5ee75877bb9a8a85e2a3.jpg,512,512,acne,204,292,217,309
03483_png_jpg.rf.cb9f001be49b5ee75877bb9a8a85e2a3.jpg,512,512,acne,187,312,199,324
03483_png_jpg.rf.cb9f001be49b5ee75877bb9a8a85e2a3.jpg,512,512,spot,174,383,184,398
03483_png_jpg.rf.cb9f001be49b5ee75877bb9a8a85e2a3.jpg,512,512,acne,229,233,241,245
